target	relatum	kind	elicited_relation	documented_relation	status	prob	hapax	min_distance
sandwich	pickle	physical	MER		Missing	0.0128205128205128	True	
sandwich	ketchup	physical	MER		Missing	0.0128205128205128	True	
sandwich	topping	physical	MER		Missing	0.0256410256410256	False	
sandwich	bacon	physical	MER		Missing	0.0128205128205128	True	
sandwich	ham	physical	MER		Missing	0.0128205128205128	True	
sandwich	tomato	physical	MER		Missing	0.0128205128205128	True	
heaven	kingdom	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	dream	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	cloud	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	place	ambiguous	SYN		Missing	0.0535714285714285	False	
heaven	god	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	bible	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	jesus	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	sky	ambiguous	SYN		Missing	0.0357142857142857	False	
heaven	theory	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	belief	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	afterlife	ambiguous	SYN		Missing	0.0357142857142857	False	
heaven	idyll	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	destination	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	reward	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	hell	ambiguous	SYN	ANT	Mismatched	0.0178571428571428	True	
heaven	nirvana	ambiguous	SYN	SYN	Matched	0.0714285714285714	False	
heaven	utopia	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	haven	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	safety	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	pleasure	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	elysium	ambiguous	SYN	HPO	Mismatched	0.0178571428571428	True	
heaven	firmament	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	afterworld	ambiguous	SYN		Missing	0.0178571428571428	True	
heaven	hell	ambiguous	ANT	ANT	Matched	0.7058823529411765	False	
heaven	dystopia	ambiguous	ANT		Missing	0.0392156862745098	False	
heaven	netherworld	ambiguous	ANT		Missing	0.0392156862745098	False	
heaven	abyss	ambiguous	ANT		Missing	0.0392156862745098	False	
heaven	void	ambiguous	ANT		Missing	0.0392156862745098	False	
heaven	purgatory	ambiguous	ANT		Missing	0.0392156862745098	False	
heaven	earth	ambiguous	ANT		Missing	0.0196078431372549	True	
heaven	moon	ambiguous	ANT		Missing	0.0196078431372549	True	
heaven	sun	ambiguous	ANT		Missing	0.0196078431372549	True	
heaven	perdition	ambiguous	ANT	ANT	Matched	0.0196078431372549	True	
plaque	award	physical	HYP		Missing	0.1929824561403508	False	
plaque	accomplishment	physical	HYP		Missing	0.0175438596491228	True	
plaque	memorial	physical	HYP	HYP	Matched	0.0526315789473684	False	1.0
plaque	coating	physical	HYP		Missing	0.0350877192982456	False	
plaque	medal	physical	HYP		Missing	0.0175438596491228	True	
plaque	badge	physical	HYP		Missing	0.0175438596491228	True	
plaque	ornament	physical	HYP		Missing	0.0175438596491228	True	4.0
plaque	recognition	physical	HYP		Missing	0.0350877192982456	False	
plaque	commendation	physical	HYP		Missing	0.0350877192982456	False	
plaque	sign	physical	HYP		Missing	0.0350877192982456	False	
plaque	panel	physical	HYP		Missing	0.0701754385964912	False	
plaque	board	physical	HYP		Missing	0.0701754385964912	False	
plaque	covering	physical	HYP		Missing	0.0175438596491228	True	
plaque	item	physical	HYP		Missing	0.0175438596491228	True	
plaque	germ	physical	HYP		Missing	0.0526315789473684	False	
plaque	dirt	physical	HYP		Missing	0.0350877192982456	False	
plaque	slime	physical	HYP		Missing	0.0175438596491228	True	
plaque	deposit	physical	HYP		Missing	0.0175438596491228	True	
plaque	disease	physical	HYP		Missing	0.0701754385964912	False	
plaque	buildup	physical	HYP		Missing	0.0175438596491228	True	
plaque	reward	physical	HYP		Missing	0.0175438596491228	True	
plaque	decay	physical	HYP		Missing	0.0175438596491228	True	
plaque	rot	physical	HYP		Missing	0.0175438596491228	True	
plaque	problem	physical	HYP		Missing	0.0175438596491228	True	
plaque	trash	physical	HYP		Missing	0.0175438596491228	True	
plaque	film	physical	HYP		Missing	0.0175438596491228	True	
plaque	illness	physical	HYP		Missing	0.0350877192982456	False	
plaque	hardening	physical	HYP		Missing	0.0175438596491228	True	
shock	emergency	ambiguous	HYP		Missing	0.02	True	
shock	feeling	ambiguous	HYP		Missing	0.22	False	3.0
shock	emotion	ambiguous	HYP		Missing	0.14	False	
shock	reaction	ambiguous	HYP		Missing	0.16	False	2.0
shock	impact	ambiguous	HYP	SYN	Mismatched	0.04	False	0.0
shock	surprise	ambiguous	HYP	HYP	Matched	0.12	False	1.0
shock	jolt	ambiguous	HYP	SYN	Mismatched	0.06	False	0.0
shock	trauma	ambiguous	HYP		Missing	0.02	True	
shock	scare	ambiguous	HYP		Missing	0.04	False	
shock	injury	ambiguous	HYP		Missing	0.04	False	
shock	illness	ambiguous	HYP		Missing	0.02	True	2.0
shock	startle	ambiguous	HYP		Missing	0.02	True	
shock	awe	ambiguous	HYP		Missing	0.02	True	
shock	awareness	ambiguous	HYP		Missing	0.02	True	
shock	incredulity	ambiguous	HYP		Missing	0.02	True	
sidewalk	path	physical	MER		Missing	0.1481481481481481	False	
sidewalk	crossing	physical	MER		Missing	0.0185185185185185	True	
sidewalk	edge	physical	MER		Missing	0.0555555555555555	False	
sidewalk	pathway	physical	MER		Missing	0.037037037037037	False	
sidewalk	direction	physical	MER		Missing	0.0185185185185185	True	
sidewalk	surface	physical	MER		Missing	0.0555555555555555	False	
sidewalk	space	physical	MER		Missing	0.0185185185185185	True	
sidewalk	border	physical	MER		Missing	0.0185185185185185	True	
sidewalk	location	physical	MER		Missing	0.0185185185185185	True	
sidewalk	flatness	physical	MER		Missing	0.0185185185185185	True	
sidewalk	curb	physical	MER		Missing	0.0555555555555555	False	
sidewalk	line	physical	MER		Missing	0.037037037037037	False	
sidewalk	pedestrian	physical	MER		Missing	0.0185185185185185	True	
sidewalk	biker	physical	MER		Missing	0.0185185185185185	True	
sidewalk	concrete	physical	MER		Missing	0.1111111111111111	False	
sidewalk	crack	physical	MER		Missing	0.0555555555555555	False	
sidewalk	asphalt	physical	MER		Missing	0.0185185185185185	True	
sidewalk	grass	physical	MER		Missing	0.037037037037037	False	
sidewalk	trail	physical	MER		Missing	0.0185185185185185	True	
sidewalk	walkway	physical	MER	HYP	Mismatched	0.0185185185185185	True	
sidewalk	cement	physical	MER		Missing	0.037037037037037	False	
sidewalk	surfacing	physical	MER		Missing	0.0185185185185185	True	
sidewalk	gravel	physical	MER		Missing	0.0185185185185185	True	
sidewalk	path	physical	HYP		Missing	0.36	False	2.0
sidewalk	walkway	physical	HYP	HYP	Matched	0.18	False	1.0
sidewalk	road	physical	HYP		Missing	0.08	False	
sidewalk	pathway	physical	HYP		Missing	0.12	False	
sidewalk	trail	physical	HYP		Missing	0.1	False	
sidewalk	roadway	physical	HYP		Missing	0.02	True	
sidewalk	ground	physical	HYP		Missing	0.02	True	
sidewalk	solid	physical	HYP		Missing	0.02	True	
sidewalk	route	physical	HYP		Missing	0.02	True	
domain	home	ambiguous	HPO		Missing	0.0227272727272727	True	
domain	group	ambiguous	HPO		Missing	0.0227272727272727	True	
domain	umbrella	ambiguous	HPO		Missing	0.0227272727272727	True	
domain	realm	ambiguous	HPO	HPO	Matched	0.0227272727272727	True	1.0
domain	kingdom	ambiguous	HPO	HPO	Matched	0.0681818181818181	False	1.0
domain	state	ambiguous	HPO	HOL	Mismatched	0.0454545454545454	False	
domain	lot	ambiguous	HPO		Missing	0.0227272727272727	True	
domain	acre	ambiguous	HPO		Missing	0.0227272727272727	True	
domain	psychology	ambiguous	HPO		Missing	0.0454545454545454	False	3.0
domain	chemistry	ambiguous	HPO		Missing	0.0454545454545454	False	4.0
domain	physics	ambiguous	HPO		Missing	0.0227272727272727	True	4.0
domain	accounting	ambiguous	HPO		Missing	0.0227272727272727	True	
domain	medicine	ambiguous	HPO		Missing	0.0227272727272727	True	6.0
domain	province	ambiguous	HPO	HPO	Matched	0.0227272727272727	True	1.0
domain	territory	ambiguous	HPO		Missing	0.0227272727272727	True	
domain	site	ambiguous	HPO		Missing	0.0227272727272727	True	
domain	place	ambiguous	HPO		Missing	0.0454545454545454	False	
domain	location	ambiguous	HPO		Missing	0.0454545454545454	False	
domain	website	ambiguous	HPO		Missing	0.0681818181818181	False	
domain	parcel	ambiguous	HPO		Missing	0.0227272727272727	True	
domain	area	ambiguous	HPO	SYN	Mismatched	0.0227272727272727	True	0.0
domain	compartment	ambiguous	HPO		Missing	0.0227272727272727	True	
domain	room	ambiguous	HPO		Missing	0.0454545454545454	False	
domain	house	ambiguous	HPO		Missing	0.0227272727272727	True	
domain	study	ambiguous	HPO	HPO	Matched	0.0227272727272727	True	1.0
domain	science	ambiguous	HPO		Missing	0.0227272727272727	True	2.0
domain	setting	ambiguous	HPO		Missing	0.0227272727272727	True	
domain	country	ambiguous	HPO	HOL	Mismatched	0.0227272727272727	True	
domain	internet	ambiguous	HPO		Missing	0.0227272727272727	True	
domain	kitchen	ambiguous	HPO		Missing	0.0227272727272727	True	
domain	hall	ambiguous	HPO		Missing	0.0227272727272727	True	
domain	banquet	ambiguous	HPO		Missing	0.0227272727272727	True	
sociology	subject	abstract	HYP		Missing	0.2333333333333333	False	3.0
sociology	science	abstract	HYP		Missing	0.1833333333333333	False	2.0
sociology	study	abstract	HYP		Missing	0.2	False	3.0
sociology	topic	abstract	HYP		Missing	0.1166666666666666	False	
sociology	class	abstract	HYP		Missing	0.1166666666666666	False	
sociology	course	abstract	HYP		Missing	0.0333333333333333	False	
sociology	theme	abstract	HYP		Missing	0.0166666666666666	True	
sociology	field	abstract	HYP		Missing	0.0166666666666666	True	3.0
sociology	major	abstract	HYP		Missing	0.0333333333333333	False	
sociology	discipline	abstract	HYP		Missing	0.0333333333333333	False	3.0
sociology	lesson	abstract	HYP		Missing	0.0166666666666666	True	
holiday	vacation	abstract	SYN	SYN	Matched	0.4375	False	
holiday	christmas	abstract	SYN		Missing	0.0208333333333333	True	
holiday	easter	abstract	SYN		Missing	0.0208333333333333	True	
holiday	trip	abstract	SYN		Missing	0.0833333333333333	False	
holiday	break	abstract	SYN		Missing	0.0833333333333333	False	
holiday	leave	abstract	SYN		Missing	0.0208333333333333	True	
holiday	trek	abstract	SYN		Missing	0.0208333333333333	True	
holiday	adventure	abstract	SYN		Missing	0.0416666666666666	False	
holiday	festivity	abstract	SYN		Missing	0.0625	False	
holiday	celebration	abstract	SYN		Missing	0.1041666666666666	False	
holiday	respite	abstract	SYN		Missing	0.0416666666666666	False	
holiday	getaway	abstract	SYN		Missing	0.0208333333333333	True	
holiday	weekend	abstract	SYN		Missing	0.0208333333333333	True	
therapy	treatment	abstract	HYP	SYN	Mismatched	0.4406779661016949	False	0.0
therapy	counseling	abstract	HYP		Missing	0.0169491525423728	True	
therapy	conversation	abstract	HYP		Missing	0.0169491525423728	True	
therapy	discussion	abstract	HYP		Missing	0.0169491525423728	True	
therapy	remedy	abstract	HYP		Missing	0.1525423728813559	False	
therapy	cure	abstract	HYP		Missing	0.0508474576271186	False	
therapy	therapeutic	abstract	HYP		Missing	0.0169491525423728	True	
therapy	assistance	abstract	HYP		Missing	0.0338983050847457	False	
therapy	help	abstract	HYP		Missing	0.1016949152542373	False	
therapy	counsel	abstract	HYP		Missing	0.0169491525423728	True	
therapy	doctor	abstract	HYP		Missing	0.0169491525423728	True	
therapy	medicine	abstract	HYP		Missing	0.0169491525423728	True	
therapy	healing	abstract	HYP		Missing	0.0338983050847457	False	
therapy	solution	abstract	HYP		Missing	0.0169491525423728	True	
therapy	medication	abstract	HYP	HPO	Mismatched	0.0169491525423728	True	
therapy	job	abstract	HYP		Missing	0.0169491525423728	True	
mom	mother	physical	HYP	HYP	Matched	0.1176470588235294	False	1.0
mom	woman	physical	HYP		Missing	0.1470588235294117	False	
mom	female	physical	HYP		Missing	0.1176470588235294	False	
mom	parent	physical	HYP		Missing	0.2352941176470588	False	2.0
mom	person	physical	HYP		Missing	0.0294117647058823	False	7.0
mom	title	physical	HYP		Missing	0.0147058823529411	True	
mom	job	physical	HYP		Missing	0.0147058823529411	True	
mom	guardian	physical	HYP		Missing	0.0441176470588235	False	
mom	relative	physical	HYP		Missing	0.088235294117647	False	6.0
mom	girl	physical	HYP		Missing	0.0294117647058823	False	
mom	creator	physical	HYP		Missing	0.0294117647058823	False	
mom	ancestor	physical	HYP		Missing	0.0147058823529411	True	5.0
mom	boss	physical	HYP		Missing	0.0147058823529411	True	
mom	authority	physical	HYP		Missing	0.0147058823529411	True	
mom	matriarch	physical	HYP		Missing	0.0147058823529411	True	
mom	family	physical	HYP		Missing	0.0294117647058823	False	
mom	relation	physical	HYP		Missing	0.0147058823529411	True	6.0
portrait	drawing	ambiguous	HYP		Missing	0.1818181818181818	False	
portrait	photo	ambiguous	HYP		Missing	0.0909090909090909	False	
portrait	style	ambiguous	HYP		Missing	0.0363636363636363	False	
portrait	picture	ambiguous	HYP	HYP	Matched	0.1818181818181818	False	1.0
portrait	portrayal	ambiguous	HYP	SYN	Mismatched	0.0181818181818181	True	0.0
portrait	description	ambiguous	HYP		Missing	0.0181818181818181	True	2.0
portrait	rendering	ambiguous	HYP		Missing	0.0181818181818181	True	
portrait	account	ambiguous	HYP		Missing	0.0181818181818181	True	
portrait	decoration	ambiguous	HYP		Missing	0.0181818181818181	True	
portrait	artwork	ambiguous	HYP		Missing	0.0727272727272727	False	
portrait	painting	ambiguous	HYP		Missing	0.1454545454545454	False	
portrait	art	ambiguous	HYP		Missing	0.0909090909090909	False	
portrait	sketch	ambiguous	HYP		Missing	0.0545454545454545	False	
portrait	creativity	ambiguous	HYP		Missing	0.0181818181818181	True	
portrait	creation	ambiguous	HYP		Missing	0.0181818181818181	True	4.0
portrait	photograph	ambiguous	HYP		Missing	0.0181818181818181	True	
thigh	leg	ambiguous	HOL	HOL	Matched	0.4090909090909091	False	
thigh	body	ambiguous	HOL		Missing	0.1666666666666666	False	
thigh	chicken	ambiguous	HOL		Missing	0.0606060606060606	False	
thigh	turkey	ambiguous	HOL		Missing	0.0606060606060606	False	
thigh	person	ambiguous	HOL		Missing	0.0909090909090909	False	
thigh	pig	ambiguous	HOL		Missing	0.0151515151515151	True	
thigh	limb	ambiguous	HOL	HYP	Mismatched	0.0454545454545454	False	
thigh	human	ambiguous	HOL		Missing	0.0303030303030303	False	
thigh	animal	ambiguous	HOL		Missing	0.0303030303030303	False	
thigh	dog	ambiguous	HOL		Missing	0.0151515151515151	True	
thigh	individual	ambiguous	HOL		Missing	0.0151515151515151	True	
thigh	baby	ambiguous	HOL		Missing	0.0151515151515151	True	
thigh	foot	ambiguous	HOL		Missing	0.0151515151515151	True	
thigh	hen	ambiguous	HOL		Missing	0.0151515151515151	True	
thigh	rooster	ambiguous	HOL		Missing	0.0151515151515151	True	
sofa	couch	physical	SYN	SYN	Matched	0.6046511627906976	False	
sofa	divan	physical	SYN	HPO	Mismatched	0.0232558139534883	True	
sofa	davenport	physical	SYN		Missing	0.0232558139534883	True	
sofa	chaise	physical	SYN		Missing	0.0465116279069767	False	
sofa	seat	physical	SYN	HYP	Mismatched	0.1395348837209302	False	
sofa	furniture	physical	SYN		Missing	0.0465116279069767	False	
sofa	loveseat	physical	SYN	HPO	Mismatched	0.0232558139534883	True	
sofa	recliner	physical	SYN		Missing	0.0232558139534883	True	
sofa	lounge	physical	SYN	SYN	Matched	0.0232558139534883	True	
sofa	chair	physical	SYN		Missing	0.0465116279069767	False	
competence	ability	abstract	HYP	HYP	Matched	0.1864406779661017	False	1.0
competence	knowledge	abstract	HYP		Missing	0.1016949152542373	False	
competence	trait	abstract	HYP		Missing	0.0338983050847457	False	
competence	skill	abstract	HYP		Missing	0.1016949152542373	False	
competence	intelligence	abstract	HYP		Missing	0.1016949152542373	False	
competence	information	abstract	HYP		Missing	0.0169491525423728	True	
competence	capability	abstract	HYP		Missing	0.0338983050847457	False	
competence	proficiency	abstract	HYP	HPO	Mismatched	0.0508474576271186	False	
competence	accomplishment	abstract	HYP		Missing	0.0508474576271186	False	
competence	capacity	abstract	HYP		Missing	0.0677966101694915	False	
competence	condition	abstract	HYP		Missing	0.0169491525423728	True	
competence	state	abstract	HYP		Missing	0.0169491525423728	True	
competence	talent	abstract	HYP		Missing	0.0169491525423728	True	
competence	smarts	abstract	HYP		Missing	0.0169491525423728	True	
competence	characteristic	abstract	HYP		Missing	0.0338983050847457	False	
competence	quality	abstract	HYP		Missing	0.0169491525423728	True	2.0
competence	measurement	abstract	HYP		Missing	0.0169491525423728	True	
competence	description	abstract	HYP		Missing	0.0169491525423728	True	
competence	wit	abstract	HYP		Missing	0.0169491525423728	True	
competence	duty	abstract	HYP		Missing	0.0169491525423728	True	
competence	task	abstract	HYP		Missing	0.0169491525423728	True	
competence	chore	abstract	HYP		Missing	0.0169491525423728	True	
competence	job	abstract	HYP		Missing	0.0169491525423728	True	
restriction	fine	abstract	HYP		Missing	0.0161290322580645	True	
restriction	law	abstract	HYP		Missing	0.032258064516129	False	
restriction	setting	abstract	HYP		Missing	0.0161290322580645	True	
restriction	limit	abstract	HYP		Missing	0.1290322580645161	False	
restriction	stop	abstract	HYP		Missing	0.0161290322580645	True	
restriction	reduction	abstract	HYP		Missing	0.0483870967741935	False	
restriction	ban	abstract	HYP		Missing	0.0806451612903225	False	
restriction	regulation	abstract	HYP	HYP	Matched	0.0161290322580645	True	1.0
restriction	rule	abstract	HYP	HYP	Matched	0.0806451612903225	False	1.0
restriction	limitation	abstract	HYP	SYN	Mismatched	0.1774193548387097	False	0.0
restriction	condition	abstract	HYP		Missing	0.0161290322580645	True	
restriction	prohibition	abstract	HYP		Missing	0.032258064516129	False	
restriction	punishment	abstract	HYP		Missing	0.0161290322580645	True	
restriction	control	abstract	HYP		Missing	0.0161290322580645	True	2.0
restriction	fence	abstract	HYP		Missing	0.032258064516129	False	
restriction	bar	abstract	HYP		Missing	0.0161290322580645	True	
restriction	boundary	abstract	HYP		Missing	0.0483870967741935	False	
restriction	border	abstract	HYP		Missing	0.0483870967741935	False	
restriction	constraint	abstract	HYP	HPO	Mismatched	0.032258064516129	False	
restriction	exception	abstract	HYP		Missing	0.0161290322580645	True	
restriction	obstacle	abstract	HYP		Missing	0.032258064516129	False	
restriction	cutback	abstract	HYP		Missing	0.0161290322580645	True	
restriction	guideline	abstract	HYP		Missing	0.0161290322580645	True	
lodge	hotel	ambiguous	HYP	HYP	Matched	0.123076923076923	False	1.0
lodge	adobe	ambiguous	HYP		Missing	0.0153846153846153	True	
lodge	cabin	ambiguous	HYP		Missing	0.0923076923076923	False	
lodge	motel	ambiguous	HYP		Missing	0.0615384615384615	False	
lodge	rental	ambiguous	HYP		Missing	0.0153846153846153	True	
lodge	shop	ambiguous	HYP		Missing	0.0153846153846153	True	
lodge	inn	ambiguous	HYP	SYN	Mismatched	0.0307692307692307	False	0.0
lodge	place	ambiguous	HYP		Missing	0.0461538461538461	False	
lodge	dwelling	ambiguous	HYP	HYP	Matched	0.0923076923076923	False	1.0
lodge	home	ambiguous	HYP	HYP	Matched	0.0769230769230769	False	1.0
lodge	lodging	ambiguous	HYP		Missing	0.0153846153846153	True	2.0
lodge	organization	ambiguous	HYP		Missing	0.0307692307692307	False	2.0
lodge	building	ambiguous	HYP		Missing	0.123076923076923	False	2.0
lodge	housing	ambiguous	HYP		Missing	0.0307692307692307	False	2.0
lodge	shelter	ambiguous	HYP		Missing	0.0307692307692307	False	
lodge	structure	ambiguous	HYP		Missing	0.0307692307692307	False	3.0
lodge	residence	ambiguous	HYP		Missing	0.0461538461538461	False	
lodge	shack	ambiguous	HYP		Missing	0.0307692307692307	False	
lodge	club	ambiguous	HYP	SYN	Mismatched	0.0153846153846153	True	0.0
lodge	house	ambiguous	HYP	HYP	Matched	0.0153846153846153	True	1.0
lodge	rest	ambiguous	HYP		Missing	0.0153846153846153	True	
lodge	stay	ambiguous	HYP		Missing	0.0153846153846153	True	
relationship	acquaintance	abstract	HYP	HPO	Mismatched	0.0350877192982456	False	
relationship	connection	abstract	HYP		Missing	0.1929824561403508	False	
relationship	agreement	abstract	HYP		Missing	0.0175438596491228	True	
relationship	bond	abstract	HYP		Missing	0.087719298245614	False	
relationship	kin	abstract	HYP		Missing	0.0350877192982456	False	
relationship	commitment	abstract	HYP		Missing	0.0701754385964912	False	
relationship	position	abstract	HYP		Missing	0.0175438596491228	True	
relationship	status	abstract	HYP		Missing	0.0175438596491228	True	
relationship	acquaintanceship	abstract	HYP	HPO	Mismatched	0.0175438596491228	True	
relationship	community	abstract	HYP		Missing	0.0175438596491228	True	
relationship	union	abstract	HYP		Missing	0.0350877192982456	False	
relationship	partnership	abstract	HYP	HPO	Mismatched	0.1228070175438596	False	
relationship	marriage	abstract	HYP		Missing	0.0350877192982456	False	
relationship	group	abstract	HYP		Missing	0.0175438596491228	True	
relationship	team	abstract	HYP		Missing	0.0350877192982456	False	
relationship	awareness	abstract	HYP		Missing	0.0175438596491228	True	
relationship	brotherhood	abstract	HYP	HPO	Mismatched	0.0175438596491228	True	
relationship	joint	abstract	HYP		Missing	0.0175438596491228	True	
relationship	friendship	abstract	HYP	HPO	Mismatched	0.0350877192982456	False	
relationship	coupling	abstract	HYP		Missing	0.0175438596491228	True	
relationship	family	abstract	HYP		Missing	0.0350877192982456	False	
relationship	pair	abstract	HYP		Missing	0.0175438596491228	True	
relationship	arrangement	abstract	HYP		Missing	0.0175438596491228	True	
relationship	link	abstract	HYP		Missing	0.0175438596491228	True	
relationship	relative	abstract	HYP		Missing	0.0175438596491228	True	
relationship	interaction	abstract	HYP		Missing	0.0175438596491228	True	
rifle	weapon	physical	HYP		Missing	0.3174603174603174	False	3.0
rifle	firearm	physical	HYP	HYP	Matched	0.1746031746031746	False	1.0
rifle	tool	physical	HYP		Missing	0.0476190476190476	False	
rifle	gun	physical	HYP		Missing	0.3809523809523809	False	2.0
rifle	musket	physical	HYP		Missing	0.0158730158730158	True	
rifle	defense	physical	HYP		Missing	0.0158730158730158	True	
rifle	propellant	physical	HYP		Missing	0.0158730158730158	True	
rifle	danger	physical	HYP		Missing	0.0158730158730158	True	
boat	canoe	physical	HPO		Missing	0.2307692307692307	False	2.0
boat	yacht	physical	HPO		Missing	0.1538461538461538	False	
boat	kayak	physical	HPO		Missing	0.1282051282051282	False	3.0
boat	floater	physical	HPO		Missing	0.0256410256410256	True	
boat	sailboat	physical	HPO		Missing	0.0256410256410256	True	
boat	craft	physical	HPO		Missing	0.0769230769230769	False	
boat	tugboat	physical	HPO	HPO	Matched	0.0256410256410256	True	1.0
boat	dinghy	physical	HPO		Missing	0.0256410256410256	True	2.0
boat	vehicle	physical	HPO		Missing	0.0512820512820512	False	
boat	barge	physical	HPO	HPO	Matched	0.0256410256410256	True	1.0
boat	ship	physical	HPO		Missing	0.0769230769230769	False	
boat	vessel	physical	HPO	HYP	Mismatched	0.0512820512820512	False	
boat	machine	physical	HPO		Missing	0.0256410256410256	True	
boat	cargo	physical	HPO		Missing	0.0256410256410256	True	
boat	ferry	physical	HPO	HPO	Matched	0.0256410256410256	True	1.0
boat	vessel	physical	HYP	HYP	Matched	0.2166666666666666	False	1.0
boat	canoe	physical	HYP		Missing	0.0333333333333333	False	
boat	vehicle	physical	HYP		Missing	0.2333333333333333	False	3.0
boat	craft	physical	HYP		Missing	0.1833333333333333	False	2.0
boat	transport	physical	HYP		Missing	0.0333333333333333	False	4.0
boat	conveyance	physical	HYP		Missing	0.1	False	4.0
boat	carrier	physical	HYP		Missing	0.0166666666666666	True	
boat	transportation	physical	HYP		Missing	0.0333333333333333	False	
boat	ride	physical	HYP		Missing	0.0166666666666666	True	
boat	ship	physical	HYP		Missing	0.0333333333333333	False	
boat	fleet	physical	HYP		Missing	0.0166666666666666	True	
boat	barge	physical	HYP	HPO	Mismatched	0.0333333333333333	False	
boat	floatation	physical	HYP		Missing	0.0166666666666666	True	
boat	machine	physical	HYP		Missing	0.0166666666666666	True	
boat	raft	physical	HYP		Missing	0.0166666666666666	True	
statue	concrete	ambiguous	HYP		Missing	0.0333333333333333	False	
statue	symbol	ambiguous	HYP		Missing	0.0166666666666666	True	
statue	monument	ambiguous	HYP		Missing	0.15	False	
statue	item	ambiguous	HYP		Missing	0.0333333333333333	False	
statue	stone	ambiguous	HYP		Missing	0.0166666666666666	True	
statue	sculpture	ambiguous	HYP	HYP	Matched	0.1333333333333333	False	1.0
statue	model	ambiguous	HYP		Missing	0.0333333333333333	False	
statue	cast	ambiguous	HYP		Missing	0.0333333333333333	False	
statue	art	ambiguous	HYP		Missing	0.1833333333333333	False	3.0
statue	artwork	ambiguous	HYP		Missing	0.05	False	
statue	memorial	ambiguous	HYP		Missing	0.0666666666666666	False	
statue	structure	ambiguous	HYP		Missing	0.05	False	
statue	figure	ambiguous	HYP		Missing	0.0333333333333333	False	3.0
statue	piece	ambiguous	HYP		Missing	0.0333333333333333	False	
statue	image	ambiguous	HYP		Missing	0.0166666666666666	True	
statue	likeness	ambiguous	HYP		Missing	0.0166666666666666	True	
statue	creation	ambiguous	HYP		Missing	0.0166666666666666	True	4.0
statue	portrait	ambiguous	HYP		Missing	0.0166666666666666	True	
carpet	room	physical	HOL		Missing	0.1764705882352941	False	
carpet	floor	physical	HOL		Missing	0.25	False	
carpet	house	physical	HOL		Missing	0.1764705882352941	False	
carpet	ground	physical	HOL		Missing	0.0147058823529411	True	
carpet	decor	physical	HOL		Missing	0.0147058823529411	True	
carpet	home	physical	HOL		Missing	0.1176470588235294	False	
carpet	motel	physical	HOL		Missing	0.0147058823529411	True	
carpet	residence	physical	HOL		Missing	0.0147058823529411	True	
carpet	building	physical	HOL		Missing	0.0441176470588235	False	
carpet	rug	physical	HOL	SYN	Mismatched	0.0735294117647058	False	
carpet	office	physical	HOL		Missing	0.0147058823529411	True	
carpet	apartment	physical	HOL		Missing	0.0294117647058823	False	
carpet	hotel	physical	HOL		Missing	0.0147058823529411	True	
carpet	trailer	physical	HOL		Missing	0.0147058823529411	True	
carpet	covering	physical	HOL		Missing	0.0147058823529411	True	
carpet	bedroom	physical	HOL		Missing	0.0147058823529411	True	
carpet	rug	physical	SYN	SYN	Matched	0.574468085106383	False	
carpet	floor	physical	SYN		Missing	0.0851063829787234	False	
carpet	mat	physical	SYN		Missing	0.0425531914893617	False	
carpet	runner	physical	SYN	HPO	Mismatched	0.0425531914893617	False	
carpet	flooring	physical	SYN		Missing	0.1276595744680851	False	
carpet	tapestry	physical	SYN		Missing	0.0425531914893617	False	
carpet	surface	physical	SYN		Missing	0.0212765957446808	True	
carpet	material	physical	SYN		Missing	0.0212765957446808	True	
carpet	covering	physical	SYN		Missing	0.0425531914893617	False	
column	newspaper	ambiguous	HOL	HOL	Matched	0.1176470588235294	False	
column	building	ambiguous	HOL		Missing	0.1764705882352941	False	
column	spreadsheet	ambiguous	HOL		Missing	0.0441176470588235	False	
column	home	ambiguous	HOL		Missing	0.0588235294117647	False	
column	structure	ambiguous	HOL	HYP	Mismatched	0.0735294117647058	False	
column	architecture	ambiguous	HOL		Missing	0.0147058823529411	True	
column	table	ambiguous	HOL	HOL	Matched	0.0294117647058823	False	
column	list	ambiguous	HOL		Missing	0.0147058823529411	True	
column	paper	ambiguous	HOL	HOL	Matched	0.0294117647058823	False	
column	house	ambiguous	HOL		Missing	0.0294117647058823	False	
column	chart	ambiguous	HOL		Missing	0.0294117647058823	False	
column	document	ambiguous	HOL		Missing	0.0147058823529411	True	
column	foundation	ambiguous	HOL		Missing	0.0147058823529411	True	
